tid,name,pos,hgt,weight,imgURL,born/year,born/loc,contract/amount,contract/exp,draft/round,draft/pick,draft/tid,draft/originalTid,draft/year,college,ratings/0/hgt,ratings/0/stre,ratings/0/spd,ratings/0/jmp,ratings/0/endu,ratings/0/ins,ratings/0/dnk,ratings/0/ft,ratings/0/fg,ratings/0/tp,ratings/0/blk,ratings/0/stl,ratings/0/drb,ratings/0/pss,ratings/0/reb,ratings/0/pot,skills/0,skills/1,awards/0/season,awards/0/type,awards/1/season,awards/1/type,skills/2,injury/type,injury/gamesRemaining,firstName,lastName
13,Ronnie Grandison,PG,78,215,http://www.tradingcarddb.com/Images/Cards/Basketball/2516/2516-691336Fr.jpg,1964,"Los Angeles, CA",225,1996,5,8,6,6,1987,New Orleans,50,35,62,54,33,23,48,43,53,34,54,54,42,40,43,50,,,,,,,,,,,
14,Vin Baker,FC,83,232,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687872Fr.jpg,1971,"Lake Wales, FL",3765,1999,1,8,14,,1993,Hartford,86,68,61,67,94,74,84,65,64,35,43,65,46,55,86,70,,,,,,,,,,,
14,Glenn Robinson,SF,79,225,https://assets.catawiki.nl/assets/2014/8/11/b/a/b/babf39a0-2118-11e4-9df3-5f9b29a69d3e.jpg,1973,"Gary, IN",3770,2005,1,1,14,14,1994,Purdue,57,58,72,75,72,61,85,54,95,75,44,65,45,56,65,75,,,,,,,,,,,
14,Johnny Newman,SF,79,190,http://www.tradingcarddb.com/Images/Cards/Basketball/2422/2422-687206Fr.jpg,1963,"Danville, VA",1100,1998,2,5,4,,1986,Richmond,57,44,64,65,59,44,64,56,69,64,54,55,50,55,60,56,,,,,,,,,,,
14,Shawn Respert,SG,73,195,http://25.media.tumblr.com/tumblr_m4ikziraJf1qa47iwo1_500.jpg,1972,"Detroit, MI",1232,1998,1,8,21,7,1995,Michigan State,15,46,74,64,57,36,49,64,55,56,34,67,55,56,43,60,,,,,,,,,,,
14,Marty Conlon,FC,82,224,http://www.tradingcarddb.com/Images/Cards/Basketball/75407/75407-5343920Fr.jpg,1968,"Bronx, NY",1165,1997,0,0,-1,-1,1990,Richmond,75,63,32,65,57,62,61,61,31,21,56,42,41,47,61,56,,,,,,,,,,,
14,Eric Mobley,C,83,235,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687811Fr.jpg,1970,"The Bronx, NY",1328,1998,1,18,14,14,1994,Pittsburgh,84,80,39,44,54,65,66,46,56,5,69,46,46,37,66,52,,,,,,,,,,,
14,Terry Cummings,PF,81,220,http://www.tradingcarddb.com/Images/Cards/Basketball/2410/2410-686652Fr.jpg,1961,"Chicago, IL",650,1996,1,2,11,11,1982,DePaul,73,83,66,68,45,70,78,45,60,0,61,63,67,56,71,54,,,1983,Rookie of the Year,,,,,,,
14,Kevin Duckworth,C,84,275,http://image1.findagrave.com/photos250/photos/2008/238/29326080_121979569161.jpg,1964,"Harvey, IL",2863,1996,2,9,23,,1986,Eastern Illinois,56,82,30,55,60,67,62,65,34,0,77,55,25,36,62,55,,,,,,,,,,,
14,Lee Mayberry,PG,73,172,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-107Fr.jpg,1970,"Tulsa, OK",965,1996,1,23,14,14,1992,Arkansas,16,34,64,56,54,25,54,33,65,77,35,34,76,68,42,57,,,,,,,,,,,
14,Eric Murdock,PG,73,190,http://www.tradingcarddb.com/Images/Cards/Basketball/25592/25592-2998964Fr.jpg,1968,"Somerville, NJ",2000,1996,1,21,26,,1991,Providence,17,23,72,54,59,34,59,76,56,64,32,53,76,87,23,59,,,,,,,,,,,
14,Alton Lister,FC,84,240,http://www.tradingcarddb.com/Images/Cards/Basketball/2075/2075-325Fr.jpg,1958,"Dallas, TX",300,1996,1,21,14,14,1981,Arizona State,93,80,34,50,26,58,52,63,37,0,72,39,20,30,72,53,,,,,,,,,,,
14,Randolph Keys,SF,79,195,http://www.cavshistory.com/images/players/Randolph_Keys.jpg,1966,"Collins, MS",363,1996,1,22,4,4,1988,Southern Miss,57,63,52,62,52,57,63,56,62,38,53,58,43,43,62,57,,,,,,,,,,,
15,Kevin Garnett,PF,83,253,http://cdn.sportige.com/wp-content/uploads/2016/09/Rookie-Kevin-Garnett.jpg,1976,"Mauldin, SC",1622,1999,1,5,15,15,1995,Farragut HS (IL),86,50,61,67,35,52,57,72,51,18,64,44,33,42,65,82,,,,,,,,,,,
15,Christian Laettner,FC,83,235,https://pbs.twimg.com/media/A1EzMcNCYAIt8vN.jpg,1969,"Angola, NY",3910,1996,1,3,15,15,1992,Duke,85,75,43,65,84,64,67,57,43,21,76,75,56,64,74,67,,,,,,,,,,,
-1,Charles Smith,PG,73,160,http://i.imgur.com/YZNcves.png,1967,"Washington, DC",225,1996,0,0,-1,,1989,Georgetown,14,23,74,43,50,22,54,77,65,10,12,58,71,78,32,55,,,,,,,,,,,
15,Sean Rooks,C,82,250,http://i.imgur.com/KKF3aVA.png,1969,"New York, NY",1200,1996,2,3,5,5,1992,Arizona,80,74,34,45,55,69,54,65,34,0,65,34,44,44,66,58,,,,,,,,,,,
15,Doug West,SG,78,200,http://i.imgur.com/dyj3Mjm.png,1967,"Altoona, PA",1900,2000,2,11,15,15,1989,Villanova,54,42,65,64,64,37,43,64,56,54,64,54,55,45,54,58,,,,,,,,,,,
15,Terry Porter,PG,75,195,http://sportsecyclopedia.com/nba/min/PorterMin.jpg,1963,"Milwaukee, WI",1525,1998,1,24,21,21,1985,Wisconsin–Stevens Point,29,45,68,53,62,24,58,75,68,65,34,56,82,74,43,56,,,,,,,,,,,
15,Tom Gugliotta,F,82,240,http://i.imgur.com/oYebuKc.png,1969,"Huntington Station, NY",4500,2000,1,6,28,28,1992,NC State,74,64,64,67,69,67,67,63,43,37,64,54,43,76,84,67,,,,,,,,,,,
15,Isaiah Rider,SG,77,215,http://jocksandstilettojill.com/wp-content/uploads/2014/11/JR-Rider-172x300.jpg,1971,"Oakland, CA",3010,1997,1,5,15,15,1993,UNLV,44,52,78,92,79,65,87,65,67,56,49,45,65,46,58,67,,,,,,,,,,,
15,Sam Mitchell,SF,78,210,http://i.imgur.com/vrKkakA.png,1963,"Columbus, GA",1000,1998,3,7,9,9,1985,Mercer,52,50,55,55,60,60,70,70,80,55,45,40,40,40,44,55,,,,,,,,,,,
15,Jerome Allen,SG,76,184,http://i.imgur.com/Ttn6SMZ.png,1973,"Philadelphia, PA",200,1996,2,20,15,15,1995,Pennsylvania,36,34,64,54,49,64,34,45,34,54,45,64,65,66,44,56,,,,,,,,,,,
15,Marques Bragg,PF,80,230,http://i.imgur.com/uND2F6w.png,1970,"East Orange, NJ",225,1996,0,0,-1,-1,1992,Providence,64,65,34,65,45,64,54,65,23,0,47,65,24,20,74,50,,,,,,,,,,,
15,Mark Davis,SF,79,210,http://www.basketball-reference.com/images/players/davisma02.jpg,1973,"Thibodaux, LA",200,1996,2,19,15,15,1995,Texas Tech,65,57,50,34,51,54,55,36,54,55,35,64,25,45,54,54,,,,,,,,,,,
15,Eric Riley,C,84,245,http://i.imgur.com/gLyUJft.png,1970,"Cleveland, OH",300,1996,2,6,5,5,1993,Michigan,82,63,36,45,56,54,56,35,45,0,65,36,26,35,69,52,,,,,,,,,,,
15,Micheal Williams,PG,74,175,http://i.imgur.com/ZflPTOU.png,1966,"Dallas, TX",2375,1999,2,23,7,7,1988,Baylor,21,34,66,56,55,27,57,80,62,55,32,66,75,70,53,55,,,,,,,,,,,
16,Derrick Coleman,FC,82,230,https://i.imgur.com/4znBqnR.png,1967,"Mobile, AL",5476,1999,1,1,16,,1990,Syracuse,80,73,56,66,74,84,82,64,72,32,67,54,34,54,83,73,,,1991,Rookie of the Year,,,,Irregular heartbeat and sprained right ankle,80,,
16,Armen Gilliam,PF,81,230,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687893Fr.jpg,1964,"Pittsburgh, PA",1920,1996,1,2,20,,1987,UNLV,75,77,56,64,75,75,56,73,67,0,72,67,36,48,75,60,,,,,,,,,,,
16,Jayson Williams,FC,81,240,http://assets.nydailynews.com/polopoly_fs/1.1065873!/img/httpImage/image.jpg_gen/derivatives/article_970/nets23s-1-web.jpg,1968,"Ritter, SC",2000,1998,1,21,20,,1990,St. John's,78,75,43,92,76,74,56,54,32,12,43,43,35,42,93,60,,,,,,,,,,,
16,P.J. Brown,FC,83,225,http://a.espncdn.com/i/headshots/nba/players/65/99.jpg,1969,"Detroit, MI",960,1996,2,2,16,,1992,Louisiana Tech,86,74,50,65,64,74,62,34,41,5,70,55,45,34,78,59,,,,,,,,,,,
16,Chris Childs,SG,75,195,http://i.imgur.com/0UxHWp9.jpg,1967,"Bakersfield, CA",350,1996,0,0,-1,,1989,Boise State,29,35,76,63,68,25,67,62,68,62,34,65,75,83,32,57,,,,,,,,,,,
16,Ed O'Bannon,GF,80,222,http://www.tradingcarddb.com/Images/Cards/Basketball/2422/2422-51Fr.jpg,1972,"Los Angeles, CA",1133,1998,1,9,16,16,1995,UCLA,46,54,65,45,60,35,65,54,65,54,30,34,54,45,52,59,,,,,,,,,,,
16,Rex Walters,G,76,190,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687735Fr.jpg,1970,"Omaha, NE",1040,1999,1,21,20,,1993,Kansas,35,34,62,54,65,23,65,35,57,45,35,65,55,65,35,56,,,,,,,,,,,
16,Robert Werdann,C,83,250,http://www.tradingcarddb.com/Images/Cards/Multi-Sport/57894/57894-53Fr.jpg,1970,"Sunnyside, NY",225,1996,2,19,6,,1992,,81,66,21,17,34,65,54,23,34,0,23,54,22,34,64,46,,,,,,,,,,,
16,Yinka Dare,C,84,265,http://a.espncdn.com/media/nba/2004/0110/photo/g_dare_vi.jpg,1972,"Kano, Nigeria",1184,1998,1,14,16,,1994,George Washington,85,81,33,60,60,56,55,76,26,0,76,46,21,1,72,56,,,,,,,,,,,
16,Kevin Edwards,G,75,190,http://www.tradingcarddb.com/Images/Cards/Basketball/2172/2172-205Fr.jpg,1965,"Cleveland Heights, OH",1920,1998,1,20,13,,1988,DePaul,30,42,65,63,66,41,60,74,66,62,43,65,59,54,54,57,,,,,,,,,,,
16,Vern Fleming,PG,77,185,http://www.tradingcarddb.com/Images/Cards/Basketball/2594/2594-693139Fr.jpg,1962,"New York, NY",700,1996,1,18,10,10,1984,Georgia,28,10,86,52,54,26,72,77,63,26,56,33,85,62,45,56,,,,,,,,,,,
16,Gerald Glass,SF,77,221,http://www.tradingcarddb.com/Images/Cards/Basketball/2108/2108-144Fr.jpg,1967,"Greenwood, MS",475,1996,1,20,15,,1990,Ole Miss,43,54,65,65,54,43,37,57,54,34,32,56,63,54,43,53,,,,,,,,,,,
16,Sean Higgins,SF,81,205,http://i.imgur.com/ISrFft2.png,1968,"Los Angeles, CA",500,1997,2,27,23,,1990,Michigan,54,65,43,54,65,45,34,54,65,45,34,54,54,65,45,53,,,,,,,,,,,
16,Rick Mahorn,FC,82,240,http://www.tradingcarddb.com/Images/Cards/Basketball/2289/2289-681261Fr.jpg,1958,"Hartford, CT",400,1996,2,12,28,28,1980,Hampton,80,82,40,72,60,59,53,74,50,0,75,40,22,20,83,54,,,,,,,,,,,
17,Patrick Ewing,FC,84,240,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687723Fr.jpg,1962,"Kingston, Jamaica",18724,1997,1,1,17,,1985,Georgetown,92,86,55,74,83,86,82,74,69,0,77,64,57,42,81,80,,,1986,Rookie of the Year,,,,,,,
17,Anthony Tucker,SF,80,220,http://www.tradingcarddb.com/Images/Cards/Basketball/62268/62268-3908829Fr.jpg,1969,"Washington, DC",225,1996,0,0,-1,-1,1992,Wake Forest,64,56,52,57,45,55,54,54,41,17,64,43,21,24,68,49,,,,,,,,Strained lower back,150,,
17,Gary Grant,PG,75,185,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687952Fr.jpg,1965,"Canton, OH",500,1996,1,15,24,,1988,Michigan,29,45,76,56,65,32,51,76,56,42,31,86,74,72,43,56,,,,,,,,,,,
17,Charles Oakley,FC,80,225,http://www.tradingcarddb.com/Images/Cards/Basketball/2410/2410-686580Fr.jpg,1963,"Cleveland, OH",2400,1999,1,9,4,,1985,Virginia Union,69,91,45,63,65,83,78,67,54,21,84,43,46,53,93,65,,,,,,,,,,,
17,John Starks,SG,75,180,http://a.espncdn.com/i/headshots/nba/players/65/804.jpg,1965,"Tulsa, OK",1613,2000,0,0,-1,-1,1988,Oklahoma State,45,55,62,76,83,55,66,46,47,53,23,43,62,55,65,61,,,,,,,,,,,
17,Derek Harper,PG,76,185,http://i.cdn.turner.com/nba/nba/teamsites/images/legacy/knicks/harper150.jpg,1961,"Elberton, GA",2837,1996,1,11,5,5,1983,Illinois,41,21,80,41,53,41,67,56,69,71,46,78,85,73,5,57,,,,,,,,,,,
17,Doug Christie,GF,78,200,http://a.espncdn.com/i/headshots/nba/players/65/147.jpg,1970,"Seattle, WA",1466,1997,1,17,24,,1992,Pepperdine,54,56,69,54,54,25,56,65,45,43,54,78,76,45,65,59,,,,,,,,,,,
17,Monty Williams,SF,80,225,http://a.espncdn.com/i/headshots/nba/players/65/924.jpg,1971,"Fredericksburg, VA",845,1998,1,24,17,17,1994,Notre Dame,64,45,66,46,45,45,55,70,55,46,44,56,45,46,56,55,,,,,,,,,,,
17,Hubert Davis,G,77,183,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687692Fr.jpg,1970,"Winston-Salem, NC",1116,1997,1,20,17,,1992,North Carolina,45,24,64,53,53,23,54,83,73,82,35,64,54,54,34,58,,,,,,,,,,,
17,Charles Smith,SF,82,230,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-63Fr.jpg,1965,"Bridgeport, CT",3357,1998,1,3,19,19,1988,Pittsburgh,57,56,77,54,53,62,74,77,67,56,43,56,63,62,51,58,,,,,,,,,,,
17,Charlie Ward,PG,74,190,http://a.espncdn.com/i/headshots/nba/players/65/888.jpg,1970,"Thomasville, GA",722,1998,1,26,17,17,1994,Florida State,21,54,65,33,56,23,56,65,45,34,65,54,76,77,54,55,,,,,,,,,,,
17,Herb Williams,C,82,242,http://www.tradingcarddb.com/Images/Cards/Basketball/2153/2153-379Fr.jpg,1958,"Columbus, OH",1300,1997,1,14,10,10,1981,Ohio State,82,82,43,78,69,67,60,67,67,23,98,58,56,65,79,50,,,,,,,,,,,
17,Anthony Mason,PF,79,250,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687922Fr.jpg,1966,"Miami, FL",3472,2000,3,3,21,,1988,Tennessee State,66,57,50,63,94,64,67,65,47,0,65,43,41,53,79,61,,,,,,,,,,,
18,Shaquille O'Neal,C,85,325,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-95Fr.jpg,1972,"Newark, NJ",5700,1996,1,1,18,,1992,LSU,96,99,76,95,84,99,97,0,67,0,92,52,36,63,99,90,,,1993,Rookie of the Year,,,,,,,
18,Nick Anderson,GF,78,205,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687814Fr.jpg,1968,"Chicago, IL",3200,1997,1,11,18,,1989,Illinois,55,55,67,64,64,37,56,63,73,71,32,54,54,44,57,64,,,,,,,,,,,
18,Dennis Scott,GF,80,229,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687881Fr.jpg,1968,"Hagerstown, MD",3150,1998,1,4,18,,1990,Georgia Tech,54,47,56,64,63,24,55,75,68,96,32,54,63,57,53,64,,,,,,,,,,,
18,Penny Hardaway,GF,79,195,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687860Fr.jpg,1971,"Memphis, TN",5230,1999,1,3,8,,1993,Memphis,67,54,83,82,78,43,83,78,81,74,45,76,68,81,65,78,,,,,,,,,,,
18,Horace Grant,PF,82,255,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-688037Fr.jpg,1965,"Augusta, GA",2763,1996,1,10,3,,1987,Clemson,80,72,58,56,56,76,66,56,43,12,65,44,40,44,77,62,,,,,,,,,,,
18,Brian Shaw,G,78,190,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687925Fr.jpg,1966,"Oakland, CA",4250,1998,1,24,1,,1988,UC Santa Barbara,45,34,63,47,47,56,55,62,63,63,42,43,46,52,43,53,,,,,,,,,,,
18,Darrell Armstrong,PG,72,170,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Armstrong_Darrell_njn.jpg,1968,"Gastonia, NC",350,1996,0,0,-1,,1991,,10,55,64,64,65,25,64,64,34,64,48,57,77,63,54,56,,,,,,,,,,,
18,Geert Hammink,C,84,262,http://www.tradingcarddb.com/Images/Cards/Basketball/2289/2289-681481Fr.jpg,1969,"Didam, Netherlands",200,1996,1,26,18,,1993,LSU,86,74,46,54,44,36,45,65,76,0,74,45,25,35,65,53,,,,,,,,,,,
18,Anthony Bowie,GF,78,190,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Bowie_Anthony_nba.jpg,1963,"Tulsa, OK",370,1996,3,19,9,,1986,Oklahoma,46,43,54,43,54,43,45,37,43,45,21,43,34,54,43,46,,,,,,,,,,,
18,Donald Royal,PF,80,210,https://i.imgur.com/PK3TJgf.png,1966,"New Orleans, LA",1500,1997,3,6,4,,1987,Notre Dame,77,68,34,55,55,54,32,45,34,54,33,34,34,32,65,54,,,,,,,,,,,
-1,Larry Stewart,PF,80,220,http://i.imgur.com/uA9JmoU.png,1968,"Philadelphia, PA",800,1996,0,0,-1,,1991,Coppin State,64,80,50,66,50,53,54,55,30,0,74,44,24,23,64,51,,,,,,,,,,,
18,Jon Koncak,C,84,250,http://exnba.com/wp-content/uploads/2012/11/koncak.jpg,1963,"Cedar Rapids, IA",1000,1997,1,5,0,0,1985,Southern Methodist,83,73,45,67,65,57,63,54,56,20,56,55,40,65,45,58,,,,,,,,,,,
18,Brooks Thompson,PG,76,193,http://www.tradingcarddb.com/Images/Cards/Basketball/2234/2234-679086Fr.jpg,1970,"Dallas, TX",825,1997,1,27,18,,1994,Oklahoma State,36,32,66,35,45,24,47,54,65,65,25,45,75,65,35,52,,,,,,,,,,,
18,Jeff Turner,PF,81,230,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687749Fr.jpg,1962,"Bangor, ME",1300,1996,1,17,16,16,1984,Vanderbilt,71,67,62,45,64,49,62,85,45,50,16,38,57,41,28,54,,,,,,,,,,,
18,David Vaughn,PF,81,240,http://www.tradingcarddb.com/Images/Cards/Basketball/2346/2346-684610Fr.jpg,1973,"Tulsa, OK",534,1998,1,25,18,18,1995,Memphis,73,65,55,55,39,53,57,34,44,0,45,35,25,40,68,52,,,,,,,,,,,
19,Shawn Bradley,C,90,235,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687757Fr.jpg,1972,"Landstuhl, Germany",4320,2001,1,2,19,,1993,Brigham Young,100,62,34,55,52,64,61,54,32,0,92,54,43,54,86,58,,,,,,,,,,,
19,Jerry Stackhouse,GF,78,218,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-358Fr.jpg,1974,"Kinston, NC",1987,1998,1,3,19,19,1995,North Carolina,53,46,83,85,62,40,85,78,84,65,32,70,60,62,32,66,,,,,,,,,,,
19,Vernon Maxwell,SG,76,180,http://ww1.hdnux.com/photos/24/72/72/5484196/5/960x540.jpg,1965,"Gainesville, FL",1000,1996,2,22,6,6,1988,Florida,37,55,70,66,51,30,66,74,62,59,43,60,51,42,59,59,,,,,,,,,,,
19,Sharone Wright,C,83,260,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-90Fr.jpg,1973,"Macon, GA",2500,1999,1,6,19,,1994,Clemson,81,65,53,64,50,65,45,65,45,6,75,66,47,55,67,59,,,,,,,,,,,
19,Clarence Weatherspoon,SF,78,240,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-22Fr.jpg,1970,"Crawford, MS",4500,1998,1,6,19,,1992,Southern Miss,54,68,66,63,61,52,63,65,76,34,54,58,44,65,67,60,,,,,,,,,,,
19,Jeff Malone,SG,76,205,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687799Fr.jpg,1961,"Mobile, AL",2380,1996,1,10,28,28,1983,Mississippi State,37,46,60,55,42,26,59,77,62,57,57,62,62,60,62,54,,,,,,,,,,,
19,Scott Williams,FC,82,230,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Williams_Scott_nba.jpg,1968,"Hacienda Heights, CA",1950,2001,0,0,-1,,1990,North Carolina,76,67,23,78,50,68,64,65,34,0,78,34,25,42,88,51,,,,,,,,,,,
19,Derrick Alston,PF,83,225,http://i.imgur.com/Koacxa0.png,1972,"Bronx, NY",350,1996,2,6,19,,1994,Duquesne,82,65,34,56,48,45,60,75,35,5,55,65,35,50,60,56,,,,,,,,,,,
19,Elmer Bennett,PG,72,170,http://i.imgur.com/BzyFYte.png,1970,"Evanston, IL",225,1996,2,11,0,0,1992,Notre Dame,7,34,69,54,30,26,65,50,56,76,45,65,76,34,54,54,,,,,,,,,,,
19,Richard Dumas,SF,79,200,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687899Fr.jpg,1969,"Tulsa, OK",225,1996,1,19,20,,1991,Oklahoma State,57,27,62,63,45,54,63,53,43,12,64,80,56,45,34,48,,,,,,,,,,,
19,Greg Graham,SG,76,174,http://www.insidethehall.com/wp-content/uploads/2011/06/graham062611.jpg,1970,"Indianapolis, IN",1120,1998,1,17,2,2,1993,Indiana,36,46,58,65,42,34,66,46,54,45,54,72,45,59,34,54,,,,,,,,,,,
19,Tim Perry,FC,81,200,http://i.imgur.com/eNCoQ0h.jpg,1965,"Freehold, NJ",1950,1996,1,7,20,,1988,Temple,73,71,53,52,47,57,52,74,26,1,67,42,31,40,79,53,,,,,,,,,,,
20,Charles Barkley,PF,78,252,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687861Fr.jpg,1963,"Leeds, AL",4760,1998,1,5,20,20,1984,Auburn,66,82,72,74,78,90,88,65,64,32,96,29,65,65,93,76,,,,,,,,,,,
20,Michael Finley,GF,79,215,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-253Fr.jpg,1973,"Melrose Park, IL",628,1998,1,21,20,12,1995,Wisconsin,58,54,72,74,72,40,72,76,69,62,45,35,54,65,62,64,,,,,,,,,,,
20,Danny Manning,PF,82,230,http://www.tradingcarddb.com/Images/Cards/Basketball/75407/75407-5343965Fr.jpg,1966,"Hattiesburg, MS",6833,2001,1,1,11,11,1988,Kansas,85,82,64,61,62,73,71,68,44,21,84,45,52,43,56,60,,,,,,,,,,,
20,A.C. Green,PF,81,220,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687804Fr.jpg,1963,"Portland, OR",6473,1999,1,23,12,,1985,Oregon State,74,62,47,62,48,63,67,62,47,32,62,42,45,46,77,63,,,,,,,,,,,
20,Kevin Johnson,PG,73,180,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687751Fr.jpg,1966,"Sacramento, CA",2900,1997,1,7,4,,1987,California,14,41,82,75,72,32,83,86,85,56,32,82,88,85,34,67,,,,,,,,,,,
20,Wesley Person,GF,78,195,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687852Fr.jpg,1971,"Brantley, AL",845,1997,1,23,20,,1994,Auburn,52,36,72,65,59,26,58,65,84,80,55,46,62,56,55,63,,,,,,,,,,,
20,Wayman Tisdale,PF,81,240,http://www.thesportsbank.net/core/wp-content/uploads/2011/09/WAYMAN-TISDALE.jpg,1964,"Tulsa, OK",3475,1997,1,2,10,,1985,Oklahoma,74,78,43,62,60,72,71,67,54,0,67,53,46,43,76,56,,,,,,,,,,,
20,Stefano Rusconi,PF,81,240,http://www.nba.com/media/suns/rusconi_globe_250.jpg,1968,"Bassanod'Grappa, Italy",415,1996,2,25,4,,1990,Italy,72,65,43,54,45,34,54,34,54,34,54,34,48,65,45,55,,,,,,,,,,,
20,Mario Bennett,SF,78,235,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687965Fr.jpg,1973,"Denton, TX",480,1998,1,27,20,20,1995,Arizona State,64,72,45,35,36,54,46,54,64,0,65,46,28,46,45,52,,,,,,,,Arthroscopic knee surgery,80,,
20,Chris Carr,GF,77,207,http://i.imgur.com/QtMCo4E.png,1974,"Ironton, MO",200,1996,2,27,20,20,1995,Southern Illinois,44,44,65,87,48,24,62,72,40,42,44,54,50,45,65,56,,,,,,,,,,,
20,John Coker,C,84,253,http://www.truthaboutit.net/pictures/john-coker.jpg,1971,"Richland, WA",200,1996,0,0,-1,,1995,Boise State,92,65,36,36,34,54,66,45,35,0,66,54,15,21,66,49,,,,,,,,,,,
20,Joe Kleine,C,83,255,http://thumbs.dreamstime.com/z/joe-kleine-boston-celtics-26387338.jpg,1962,"Colorado Springs, CO",1040,1997,1,6,22,,1985,Arkansas,85,71,39,45,30,50,52,65,25,0,60,65,25,20,60,53,,,,,,,,,,,
20,Elliot Perry,PG,72,150,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687918Fr.jpg,1969,"Memphis, TN",2025,2001,2,10,11,,1991,Memphis,9,45,72,66,48,38,62,68,58,49,34,59,73,70,26,55,,,,,,,,,,,
20,,C,83,215,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687913Fr.jpg,1962,"Sorrento, LA",4151,1997,2,21,4,,1985,Tulane,86,70,59,55,55,60,60,80,60,15,65,55,30,40,75,60,,,,,,,,,,Hot Rod,Williams
20,Tony Smith,G,75,185,http://www.tradingcarddb.com/Images/Cards/Basketball/2234/2234-678856Fr.jpg,1968,"Wauwatosa, WI",500,1996,2,24,12,,1990,Marquette,29,40,64,67,47,34,65,75,65,36,34,57,54,65,55,58,,,,,,,,,,,
21,Arvydas Sabonis,C,87,279,https://upload.wikimedia.org/wikipedia/commons/f/f8/Sabonis_Lipofsky_(1_of_1).JPG,1964,"Kaunas, Lithuania",2200,1998,1,24,21,21,1986,Lithuania,85,72,44,45,65,75,78,76,64,61,76,65,58,71,65,62,,,,,,,,,,,
21,Gary Trent,PF,80,250,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687982Fr.jpg,1974,"Columbus, OH",1022,1998,1,11,14,14,1995,Ohio,65,66,52,52,57,66,65,65,60,0,66,56,46,45,72,58,,,,,,,,,,,
21,Harvey Grant,PF,80,195,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687898Fr.jpg,1965,"Augusta, GA",3551,1998,1,12,28,,1988,Oklahoma,67,67,51,62,61,69,71,68,57,42,72,55,52,47,75,57,,,,,,,,,,,
21,Clifford Robinson,FC,82,225,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687810Fr.jpg,1966,"Buffalo, NY",3018,1997,2,9,21,,1989,Connecticut,93,72,65,73,84,69,74,56,74,85,63,63,51,45,42,67,,,,,,,,,,,
21,Rod Strickland,PG,75,175,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-98Fr.jpg,1966,"Bronx, NY",2280,1998,1,19,17,,1988,DePaul,29,39,84,74,86,31,85,77,78,69,25,62,85,90,47,63,,,,,,,,,,,
21,Aaron McKie,GF,77,209,http://www.tradingcarddb.com/Images/Cards/Basketball/2234/2234-679104Fr.jpg,1972,"Philadelphia, PA",845,2000,1,17,21,,1994,Temple,44,46,60,65,58,44,56,80,64,65,42,69,65,64,55,62,,,,,,,,,,,
21,Buck Williams,PF,81,215,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687924Fr.jpg,1960,"Rocky Mount, NC",3400,1996,1,3,16,16,1981,Maryland,72,82,45,58,60,77,75,85,45,0,67,52,30,30,87,57,,,1982,Rookie of the Year,,,,,,,
